code,name,city,country
LYU,Ely Municipal,Ely,United States
LYX,Lydd,Lydd,United Kingdom
LZC,Lazaro Cardenas,Lazard Cardenas,Mexico
LZH,Bailian Airport,Liuzhou,China
LZN,Matsu Nangan Airport,Matsu Islands,Taiwan
LZO,Luzhou Airport,Luzhou,China
LZR,Lizard Island Airport,Lizard Island,Australia
LZU,Gwinnett County Airport-Briscoe Field,Lawrenceville,United States
LZY,Nyingchi Airport,Nyingchi,China
M94,Desert Aire,Mattawa,United States
MAA,Chennai Intl,Madras,India
MAB,Maraba,Maraba,Brazil
MAD,Barajas,Madrid,Spain
MAE,Madera Municipal Airport,Madera,United States
MAF,Midland Intl,Midland,United States
MAG,Madang,Madang,Papua New Guinea
MAH,Menorca,Menorca,Spain
MAJ,Marshall Islands Intl,Majuro,Marshall Islands
MAK,Malakal,Malakal,Sudan
MAM,General Servando Canales Intl,Matamoros,Mexico
MAN,Manchester,Manchester,United Kingdom
MAO,Eduardo Gomes Intl,Manaus,Brazil
MAQ,Mae Sot Airport,Tak,Thailand
MAR,La Chinita Intl,Maracaibo,Venezuela
MAS,Momote Airport,Momote,Papua New Guinea
MAT,Tshimpi Airport,Matadi,Congo (Kinshasa)
MAU,Maupiti,Maupiti,French Polynesia
MAV,Maloelap Island Airport,Maloelap Island,Marshall Islands
MAX,Ouro Sogui Airport,Matam,Senegal
MAZ,Eugenio Maria De Hostos,Mayaguez,Puerto Rico
MBA,Mombasa Moi Intl,Mombasa,Kenya
MBD,Mmabatho International Airport,Mafeking,South Africa
MBE,Monbetsu,Monbetsu,Japan
MBH,Maryborough Airport,Maryborough,Australia
MBJ,Sangster Intl,Montego Bay,Jamaica
MBL,Manistee County-Blacker Airport,Manistee,United States
MBS,Mbs Intl,Saginaw,United States
MBT,Masbate Airport,Masbate,Philippines
MBU,Babanakira Airport,Mbambanakira,Solomon Islands
MBW,Melbourne Moorabbin,Melbourne,Australia
MBX,Maribor,Maribor,Slovenia
MBZ,Maues Airport,Maues,Brazil
MCC,Mc Clellan Afld,Sacramento,United States
MCD,Mackinac Island Airport,Mackinac Island,United States
MCE,Merced Municipal Airport,Merced,United States
MCF,Macdill Afb,Tampa,United States
MCG,McGrath Airport,Mcgrath,United States
MCH,General Manuel Serrano,Machala,Ecuador
MCI,Kansas City Intl,Kansas City,United States
MCK,McCook Regional Airport,McCook,United States
MCL,McKinley National Park Airport,McKinley Park,United States
MCM,Monaco,Monaco,Monaco
MCN,Middle Georgia Rgnl,Macon,United States
MCO,Orlando Intl,Orlando,United States
MCP,Macapa,Macapa,Brazil
MCT,Seeb Intl,Muscat,Oman
MCU,Domerat,Montlucon,France
MCV,McArthur River Mine Airport,McArthur River Mine,Australia
MCW,Mason City Municipal,Mason City,United States
MCX,Uytash,Makhachkala,Russia
MCY,Sunshine Coast,Maroochydore,Australia
MCZ,Zumbi Dos Palmares,Maceio,Brazil
MDC,Sam Ratulangi,Manado,Indonesia
MDE,Jose Maria Cordova,Rio Negro,Colombia
MDG,Mudanjiang,Mudanjiang,China
MDI,Makurdi,Makurdi,Nigeria
MDK,Mbandaka,Mbandaka,Congo (Kinshasa)
MDL,Mandalay Intl,Mandalay,Myanmar
MDO,El Jaguel / Punta del Este Airport,Maldonado,Uruguay
MDQ,Mar Del Plata,Mar Del Plata,Argentina
MDS,Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands
MDT,Harrisburg Intl,Harrisburg,United States
MDU,Mendi Airport,Mendi,Papua New Guinea
MDW,Chicago Midway Intl,Chicago,United States
MDY,Midway Atoll,Midway,Midway Islands
MDZ,El Plumerillo,Mendoza,Argentina
ME5,Banks Airport,Swans Island,United States
MEA,Maca̩ Airport,Maca̩,Brazil
MEB,Melbourne Essendon,Melbourne,Australia
MEC,Eloy Alfaro Intl,Manta,Ecuador
MED,Prince Mohammad Bin Abdulaziz,Madinah,Saudi Arabia
MEE,Mare,Mare,New Caledonia
MEG,Malanje,Malanje,Angola
MEH,Mehamn,Mehamn,Norway
MEI,Key Field,Meridian,United States
MEK,Bassatine,Meknes,Morocco
MEL,Melbourne Intl,Melbourne,Australia
MEM,Memphis Intl,Memphis,United States
MEN,Brenoux,Mende,France
MER,Castle,Merced,United States
MES,Polonia,Medan,Indonesia
MEX,Licenciado Benito Juarez Intl,Mexico City,Mexico
MEY,Meghauli Airport,Meghauli,Nepal
MEZ,Messina,Musina,South Africa
MFA,Mafia,Mafia Island,Tanzania
MFD,Mansfield Lahm Regional,Mansfield,United States
MFE,Mc Allen Miller Intl,Mcallen,United States
MFG,Muzaffarabad,Muzaffarabad,Pakistan
MFI,Marshfield Municipal Airport,Marshfield,United States
MFJ,Moala Airport,Moala,Fiji
MFK,Matsu Beigan Airport,Matsu Islands,Taiwan
MFM,Macau Intl,Macau,Macau
MFN,Milford Sound Airport,Milford Sound,New Zealand
MFQ,Maradi,Maradi,Niger
MFR,Rogue Valley Intl Medford,Medford,United States
MFT,Machu Pichu Airport,Machu Pichu,Peru
MFU,Mfuwe,Mfuwe,Zambia
MFX,Meribel Airport,Ajaccio,France
MGA,Managua Intl,Managua,Nicaragua
MGB,Mount Gambier Airport,Mount Gambier,Australia
MGC,Michigan City Municipal Airport,Michigan City,United States
MGE,Dobbins Arb,Marietta,United States
MGF,Regional De Maringa Silvio Name Junior,Maringa,Brazil
MGH,Margate,Margate,South Africa
MGJ,Orange County Airport,Montgomery,United States
MGL,Monchengladbach,Moenchengladbach,Germany
MGM,Montgomery Regional Airport,Montgomery,United States
MGN,Baracoa,Magangue,Colombia
MGQ,Aden Adde International Airport,Mogadishu,Somalia
MGR,Moultrie Municipal Airport,Moultrie,United States
MGS,Mangaia Island Airport,Mangaia Island,Cook Islands
MGT,Milingimbi Airport,Milingimbi,Australia
MGW,Morgantown Muni Walter L Bill Hart Fld,Morgantown,United States
MGY,Dayton-Wright Brothers Airport,Dayton,United States
MGZ,Myeik,Myeik,Myanmar
MHA,Mahdia Airport,Mahdia,Guyana
MHD,Mashhad,Mashhad,Iran
MHG,Mannheim City,Mannheim,Germany
MHH,Marsh Harbour,Marsh Harbor,Bahamas
MHK,Manhattan Reigonal,Manhattan,United States
MHM,Minchumina Airport,Lake Minchumina,United States
MHP,Minsk 1,Minsk,Belarus
MHQ,Mariehamn,Mariehamn,Finland
MHR,Sacramento Mather,Sacramento,United States
MHT,Manchester Regional Airport,Manchester NH,United States
MHU,Mount Hotham Airport,Mount Hotham,Australia
MHV,Mojave,Mojave,United States
MHX,Manihiki Island Airport,Manihiki Island,Cook Islands
MHZ,Mildenhall,Mildenhall,United Kingdom
MIA,Miami Intl,Miami,United States
MIB,Minot Afb,Minot,United States
MIC,Crystal Airport,Crystal,United States
MID,Licenciado Manuel Crescencio Rejon Int,Merida,Mexico
MIE,Delaware County Airport,Muncie,United States
MIG,Mianyang Airport,Mianyang,China
MII,Mar�_lia Airport,Mar�_lia,Brazil
MIJ,Mili Island Airport,Mili Island,Marshall Islands
MIK,Mikkeli,Mikkeli,Finland
MIL,All Airports,Milan,Italy
MIM,Merimbula Airport,Merimbula,Australia
MIR,Habib Bourguiba Intl,Monastir,Tunisia
MIS,Misima Island Airport,Misima Island,Papua New Guinea
MIU,Maiduguri,Maiduguri,Nigeria
MIV,Millville Muni,Millville,United States
MJA,Manja Airport,Manja,Madagascar
MJB,Mejit Atoll Airport,Mejit Atoll,Marshall Islands
MJC,Man,Man,Cote d'Ivoire
MJD,Moenjodaro,Moenjodaro,Pakistan
MJE,Majkin Airport,Majkin,Marshall Islands
MJF,Kjaerstad,Mosjoen,Norway
MJI,Mitiga Airport,Tripoli,Libya
MJK,Shark Bay Airport,Shark Bay,Australia
MJL,Mouilla Ville Airport,Mouila,Gabon
MJM,Mbuji Mayi,Mbuji-mayi,Congo (Kinshasa)
MJN,Philibert Tsiranana,Mahajanga,Madagascar
MJT,Mitilini,Mytilini,Greece
MJU,Tampa Padang,Mamuju,Indonesia
MJV,Murcia San Javier,Murcia,Spain
MJZ,Mirny,Mirnyj,Russia
MKC,Downtown,Kansas City,United States
MKE,General Mitchell Intl,Milwaukee,United States
MKG,Muskegon County Airport,Muskegon,United States
MKK,Molokai,Molokai,United States
MKL,Mc Kellar Sipes Rgnl,Jackson,United States
MKM,Mukah Airport,Mukah,Malaysia
MKO,Davis Fld,Muskogee,United States
MKP,Makemo,Makemo,French Polynesia
MKQ,Mopah,Merauke,Indonesia
MKR,Meekatharra Airport,Meekatharra,Australia
MKS,Mekane Salam Airport,Mekane Selam,Ethiopia
MKU,Makokou,Makokou,Gabon
MKW,Rendani,Manokwari,Indonesia
MKY,Mackay,Mackay,Australia
MKZ,Malacca,Malacca,Malaysia
MLA,Luqa,Malta,Malta
MLB,Melbourne Intl,Melbourne,United States
MLC,Mc Alester Rgnl,Mcalester,United States
MLD,Malad City,Malad City,United States
MLE,Male Intl,Male,Maldives
MLG,Abdul Rachman Saleh,Malang,Indonesia
MLH,Bale Mulhouse,Mulhouse,France
MLI,Quad City Intl,Moline,United States
MLJ,Baldwin County Airport,Milledgeville,United States
MLL,Marshall Don Hunter Sr. Airport,Marshall,United States
MLM,General Francisco J Mujica Intl,Morelia,Mexico
MLN,Melilla,Melilla,Spain
MLO,Milos,Milos,Greece
MLS,Frank Wiley Field,Miles City,United States
MLT,Millinocket Muni,Millinocket,United States
MLU,Monroe Rgnl,Monroe,United States
MLW,Monrovia Spriggs Payne,Monrovia,Liberia
MLX,Erhac,Malatya,Turkey
MLY,Manley Hot Springs Airport,Manley Hot Springs,United States
MMB,Memanbetsu,Memanbetsu,Japan
MMD,Minami Daito,Minami Daito,Japan
MME,Durham Tees Valley Airport,Teesside,United Kingdom
MMG,Mount Magnet Airport,Mount Magnet,Australia
MMH,Mammoth Yosemite Airport,Mammoth Lakes,United States
MMI,McMinn Co,Athens,United States
MMJ,Matsumoto,Matsumoto,Japan
MMK,Murmansk,Murmansk,Russia
MMO,Maio,Maio,Cape Verde
MMU,Morristown Municipal Airport,Morristown,United States
MMV,Mc Minnville Muni,Mackminnville,United States
MMX,Sturup,Malmoe,Sweden
MMY,Miyako,Miyako,Japan
MMZ,Maimana,Maimama,Afghanistan
MNB,Muanda,Muanda,Congo (Kinshasa)
MNC,Nacala,Nacala,Mozambique
MNF,Mana Island Airport,Mana Island,Fiji
MNG,Maningrida Airport,Maningrida,Australia
MNI,John A. Osborne Airport,Geralds,Montserrat
MNJ,Mananjary,Mananjary,Madagascar
MNK,Maiana Airport,Maiana,Kiribati
MNL,Ninoy Aquino Intl,Manila,Philippines
MNM,Menominee Marinette Twin Co,Macon,United States
MNT,Minto Airport,Minto,United States
MNU,Mawlamyine Airport,Mawlamyine,Myanmar
MNX,Manicore,Manicore,Brazil
MNY,Mono Airport,Stirling Island,Solomon Islands
MNZ,Manassas,Manassas,United States
MOA,Orestes Acosta,Moa,Cuba
MOB,Mobile Rgnl,Mobile,United States
MOC,Mario Ribeiro,Montes Claros,Brazil
MOD,Modesto City Co Harry Sham,Modesto,United States
MOF,Wai Oti,Maumere,Indonesia
MOG,Mong Hsat,Mong Hsat,Myanmar
MOH,Dibrugarh,Mohanbari,India
MOI,Mitiaro Island Airport,Mitiaro Island,Cook Islands
MOL,Aro,Molde,Norway
MON,Glentanner,Glentanner,New Zealand
MOO,Moomba,Moomba,Australia
MOQ,Morondava,Morondava,Madagascar
MOS,Marktoberdorf Schule,Marktoberdorf,Germany
MOT,Minot Intl,Minot,United States
MOU,Mountain Village Airport,Mountain Village,United States
MOV,Moranbah Airport,Moranbah,Australia
MOW,Mow,Moscow,Russia
MOZ,Moorea,Moorea,French Polynesia
MPA,Katima Mulilo Airport,Mpacha,Namibia
MPB,Miami Seaplane Base,Miami,United States
MPH,Godofredo P,Caticlan,Philippines
MPI,MariposaYosemite,Mariposa,United States
MPK,Mokpo Airport,Mokpo,South Korea
MPL,Mediterranee,Montpellier,France
MPM,Maputo,Maputo,Mozambique
MPN,Mount Pleasant,Mount Pleasant,Falkland Islands
MPP,Mulatupo Airport,Mulatupo,Panama
MPU,Mamitupo,Mamitupo,Panama
MPV,Edward F Knapp State,Montpelier,United States
MPW,Mariupol International Airport,Mariupol International,Ukraine
MPY,Maripasoula Airport,Maripasoula,French Guiana
MQB,Macomb Municipal Airport,Macomb,United States
MQC,Miquelon,Miquelon,Saint Pierre and Miquelon
MQF,Magnitogorsk,Magnetiogorsk,Russia
MQH,Minacu Airport,Minacu,Brazil
MQI,Dare County Regional,Manteo,United States
MQL,Mildura Airport,Mildura,Australia
MQM,Mardin Airport,Mardin,Turkey
MQN,R��ssvoll Airport,Mo i Rana,Norway
MQP,Kruger Mpumalanga International Airport,Mpumalanga,South Africa
MQQ,Moundou,Moundou,Chad
MQS,Mustique,Mustique,Saint Vincent and the Grenadines
MQT,Sawyer International Airport,Marquette,United States
MQX,Makale,Makale,Ethiopia
MRA,Misratah Airport,Misratah,Libya
MRB,Eastern WV Regional Airport,Martinsburg,United States
MRD,Alberto Carnevalli,Merida,Venezuela
MRE,Mara Serena Airport,Masai Mara,Kenya
MRI,Merrill Fld,Anchorage,United States
MRK,Marco Islands,Marco Island Airport,United States
MRN,Foothills Regional Airport,Morganton,United States
MRO,Masterton,Masterton,New Zealand
MRQ,Marinduque Airport,Gasan,Philippines
MRS,Provence,Marseille,France
MRU,Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius
MRV,Mineralnyye Vody,Mineralnye Vody,Russia
MRX,Mahshahr,Bandar Mahshahr,Iran
MRY,Monterey Peninsula,Monterey,United States
MRZ,Moree Airport,Moree,Australia
MSA,Muskrat Dam Airport,Muskrat Dam,Canada
MSE,Manston,Manston,United Kingdom
MSH,Masirah,Masirah,Oman
MSI,Sun Island Airport,South Aari Atoll,Maldives
MSJ,Misawa Ab,Misawa,Japan
MSL,Northwest Alabama Regional Airport,Muscle Shoals,United States
MSN,Dane Co Rgnl Truax Fld,Madison,United States
MSO,Missoula Intl,Missoula,United States
MSP,Minneapolis St Paul Intl,Minneapolis,United States
MSQ,Minsk 2,Minsk 2,Belarus
MSR,Mus Airport,Mus,Turkey
MSS,Massena Intl Richards Fld,Massena,United States
MST,Maastricht,Maastricht,Netherlands
MSU,Moshoeshoe I Intl,Maseru,Lesotho
MSW,Massawa Intl,Massawa,Eritrea
MSY,Louis Armstrong New Orleans Intl,New Orleans,United States
MSZ,Namibe Airport,Mocamedes,Angola
MTC,Selfridge Angb,Mount Clemens,United States
MTF,Mizan Teferi Airport,Mizan Teferi,Ethiopia
MTH,Florida Keys Marathon Airport,Marathon,United States
MTJ,Montrose Regional Airport,Montrose CO,United States
MTK,Makin Airport,Makin,Kiribati
MTL,Maitland Airport,Maitland,Australia
MTM,Metlakatla Seaplane Base,Metakatla,United States
MTN,Martin State,Baltimore,United States
MTR,Los Garzones,Monteria,Colombia
MTS,Matsapha,Manzini,Swaziland
MTT,Minatitlan,Minatitlan,Mexico
MTV,Mota Lava Airport,Ablow,Vanuatu
MTY,General Mariano Escobedo Intl,Monterrey,Mexico
MUA,Munda Airport,Munda,Solomon Islands
MUB,Maun,Maun,Botswana
MUC,Franz Josef Strauss,Munich,Germany
MUE,Waimea Kohala,Kamuela,United States
MUH,Mersa Matruh,Mersa-matruh,Egypt
MUI,Muir Aaf,Muir,United States
MUK,Mauke Airport,Mauke Island,Cook Islands
MUN,Maturin,Maturin,Venezuela
MUO,Mountain Home Afb,Mountain Home,United States
MUQ,Munich HBF,Munich,Germany
MUR,Marudi,Marudi,Malaysia
MUW,Ghriss,Ghriss,Algeria
MUX,Multan Intl,Multan,Pakistan
MUZ,Musoma Airport,Musoma,Tanzania
MVA,Reykjahlid Airport,Myvatn,Iceland
MVB,Mvengue,Franceville,Gabon
MVD,Carrasco Intl,Montevideo,Uruguay
MVF,Dix Sept Rosado Airport,Mossoro,Brazil
MVL,Morrisville Stowe State Airport,Morrisville,United States
MVP,Fabio Alberto Leon Bentley,Mitu,Colombia
MVQ,Mogilev Airport,Mogilev,Belarus
MVR,Salak,Maroua,Cameroon
MVS,Mucuri Airport,Mucuri,Brazil
MVT,Mataiva,Mataiva,French Polynesia
MVV,Megeve Airport,Verdun,France
MVY,Martha's Vineyard,Vineyard Haven MA,United States
MVZ,Masvingo Intl,Masvingo,Zimbabwe
MWA,Williamson Country Regional Airport,Marion,United States
MWB,Morawa Airport,Morawa,Australia
MWC,Lawrence J Timmerman Airport,Milwaukee,United States
MWF,Naone Airport,Maewo Island,Vanuatu
MWH,Grant Co Intl,Grant County Airport,United States
MWK,Matak Airport,Anambas Islands,Indonesia
MWL,Mineral Wells,Mineral Wells,United States
MWM,Windom Municipal Airport,Windom,United States
MWP,Mountain Airport,Mountain,Nepal
MWQ,Magwe,Magwe,Myanmar
MWX,Muan,Muan,South Korea
MWZ,Mwanza,Mwanza,Tanzania
MXF,Maxwell Afb,Montgomery,United States
MXH,Moro Airport,Moro,Papua New Guinea
MXJ,Minna New,Minna,Nigeria
MXL,General Rodolfo Sanchez Taboada Intl,Mexicali,Mexico
MXM,Morombe,Morombe,Madagascar
MXN,Ploujean,Morlaix,France
MXP,Malpensa,Milano,Italy
MXS,Maota Airport,Savaii Island,Samoa
MXT,Maintirano Airport,Maintirano,Madagascar
MXV,Muren Airport,Muren,Mongolia
MXX,Mora,Mora,Sweden
MXY,McCarthy Airport,McCarthy,United States
MXZ,Meixian Airport,Meixian,China
MYA,Moruya Airport,Moruya,Australia
MYB,Mayumba Airport,Mayumba,Gabon
MYC,Escuela Mariscal Sucre Airport,Maracay,Venezuela
MYD,Malindi Airport,Malindi,Kenya
MYE,Miyakejima Airport,Miyakejima,Japan
MYF,Montgomery Field,San Diego,United States
MYG,Mayaguana,Mayaguana,Bahamas
MYI,Murray Island Airport,Murray Island,Australia
MYJ,Matsuyama,Matsuyama,Japan
MYL,McCall Municipal Airport,McCall,United States
MYP,Mary Airport,Mary,Turkmenistan
MYQ,Mysore Airport,Mysore,India
MYR,Myrtle Beach Intl,Myrtle Beach,United States
MYT,Myitkyina,Myitkyina,Myanmar
MYU,Mekoryuk Airport,Mekoryuk,United States
MYV,Yuba County Airport,Yuba City,United States
MYW,Mtwara,Mtwara,Tanzania
MYY,Miri,Miri,Malaysia
MZB,Mocimboa Da Praia,Mocimboa Da Praia,Mozambique
MZG,Magong,Makung,Taiwan
MZH,Merzifon,Merzifon,Turkey
MZI,Ambodedjo,Mopti,Mali
MZJ,Pinal Airpark,Marana,United States
MZK,Marakei Airport,Marakei,Kiribati
MZL,La Nubia,Manizales,Colombia
MZM,Frescaty,Metz,France
MZO,Sierra Maestra,Manzanillo,Cuba
MZP,Motueka,Motueka,New Zealand
MZR,Mazar I Sharif,Mazar-i-sharif,Afghanistan
MZT,General Rafael Buelna Intl,Mazatlan,Mexico
MZV,Mulu,Mulu,Malaysia
N53,Stroudsburg-Pocono Airport,East Stroudsburg,United States
N69,Stormville Airport,Stormville,United States
N87,Trenton-Robbinsville Airport,Trenton,United States
NAA,Narrabri Airport,Narrabri,Australia
NAG,Dr Ambedkar Intl,Nagpur,India
NAH,Naha,Naha,Indonesia
NAI,Annai Airport,Annai,Guyana
NAJ,Nakhchivan Airport,Nakhchivan,Azerbaijan
NAK,Nakhon Ratchasima,Nakhon Ratchasima,Thailand
NAL,Nalchik Airport,Nalchik,Russia
NAN,Nadi Intl,Nandi,Fiji
NAO,Nanchong Airport,Nanchong,China
NAP,Capodichino,Naples,Italy
NAQ,Qaanaaq Airport,Qaanaaq,Greenland
NAS,Lynden Pindling Intl,Nassau,Bahamas
NAT,Augusto Severo,Natal,Brazil
NAV,Kapadokya,Nevsehir,Turkey
NAW,Narathiwat,Narathiwat,Thailand
NAY,Beijing Nanyuan Airport,Beijing,China
NBB,Berezovo,Berezovo,Russia
NBC,Begishevo,Nizhnekamsk,Russia
NBE,Enfidha - Zine El Abidine Ben Ali International Airport,Enfidha,Tunisia
NBG,New Orleans Nas Jrb,New Orleans,United States
NBO,Jomo Kenyatta International,Nairobi,Kenya
NBS,Changbaishan Airport,Baishan,China
NBU,Naval Air Station,Glenview,United States
NBX,Nabire,Nabire,Indonesia
NCA,North Caicos,North Caicos,Turks and Caicos Islands
NCE,Cote D'Azur,Nice,France
NCL,Newcastle,Newcastle,United Kingdom
NCN,Chenega Bay Airport,Chenega,United States
NCS,Newcastle,Newcastle,South Africa
NCU,Nukus Airport,Nukus,Uzbekistan
NCY,Meythet,Annecy,France
ND4,Stanhope,Haliburton,Canada
NDA,Bandanaira Airport,Bandanaira-Naira Island,Indonesia
NDB,Nouadhibou,Nouadhibou,Mauritania
NDC,Nanded Airport,Nanded,India
NDG,Qiqihar Sanjiazi Airport,Qiqihar,China
NDJ,Ndjamena Hassan Djamous,N'djamena,Chad
NDK,Namorik Atoll Airport,Namorik Atoll,Marshall Islands
NDR,El Aroui Airport,El Aroui,Morocco
NDU,Rundu,Rundu,Namibia
NDY,Sanday Airport,Sanday,United Kingdom
NDZ,Cuxhaven Airport,Cuxhaven,Germany
NEC,Necochea Airport,Necochea,Argentina
NEG,Negril Aerodrome,Negril,Jamaica
NEL,Lakehurst Naes,Lakehurst,United States
NEV,Vance Winkworth Amory International Airport,Charlestown,Saint Kitts and Nevis
NEW,Lakefront,New Orleans,United States
NEZ,Nezhitino,Nezhitino,Russia
NF4,Lindsay,Lindsay,Canada
NFG,Nefteyugansk Airport,Nefteyugansk,Russia
NFL,Fallon Nas,Fallon,United States
NFO,Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga
NGB,Lishe,Ninbo,China
NGE,Ngaoundere,N'gaoundere,Cameroon
NGF,Kaneohe Bay Mcaf,Kaneohe Bay,United States
NGI,Ngau Airport,Ngau,Fiji
NGO,Chubu Centrair Intl,Nagoya,Japan
NGP,Corpus Christi NAS,Corpus Christi,United States
NGQ,Gunsa,Shiquanhe,China
NGS,Nagasaki,Nagasaki,Japan
NGU,Norfolk Ns,Norfolk,United States
NGX,Manang,Manang,Nepal
NGZ,NAS Alameda,Alameda,United States
NHA,Nhatrang,Nhatrang,Vietnam
NHD,Minhad HB,Minhad AB,United Arab Emirates
NHK,Patuxent River Nas,Patuxent River,United States
NHT,Northolt,Northolt,United Kingdom
NHV,Nuku Hiva,Nuku Hiva,French Polynesia
NIB,Nikolai Airport,Nikolai,United States
NIC,Nicosia International Airport,Nicosia,Cyprus
NID,China Lake Naws,China,United States
NIG,Nikunau Airport,Nikunau,Kiribati
NIM,Diori Hamani,Niamey,Niger
NIO,Nioki Airport,Nioki,Congo (Kinshasa)
NIP,Jacksonville Nas,Jacksonville,United States
NIT,Souche,Niort,France
NIU,Niau,Niau,French Polynesia
NJC,Nizhnevartovsk,Nizhnevartovsk,Russia
NJF,Al Najaf International Airport,Najaf,Iraq
NJK,El Centro Naf,El Centro,United States
NKC,Nouakchott,Nouakschott,Mauritania
NKG,Lukou,Nanjing,China
NKM,Nagoya Airport,Nagoya,Japan
NKT,Cherry Point Mcas,Cherry Point,United States
NKX,Miramar Mcas,Miramar,United States
NLA,Ndola,Ndola,Zambia
NLC,Lemoore Nas,Lemoore,United States
NLD,Quetzalcoatl Intl,Nuevo Laredo,Mexico
NLF,Darnley Island Airport,Darnley Island,Australia
NLG,Nelson Lagoon,Nelson Lagoon,United States
NLK,Norfolk Island Intl,Norfolk Island,Norfolk Island
NLO,Ndolo,Kinshasa,Congo (Kinshasa)
NLP,Nelspruit Airport,Nelspruit,South Africa
NLT,Nalati,Xinyuan,China
NLV,Mykolaiv International Airport,Nikolayev,Ukraine
NMA,Namangan Airport,Namangan,Uzbekistan
NMB,Daman,Daman,India
NME,Nightmute Airport,Nightmute,United States
NML,Fort McMurray - Mildred Lake Airport,Fort McMurray,Canada
NMM,Meridian Nas,Meridian,United States
NNA,Kenitra,Kentira,Morocco
NNB,Santa Ana Airport,Santa Ana,Solomon Islands
NNG,Wuxu,Nanning,China
NNL,Nondalton Airport,Nondalton,United States
NNM,Naryan-Mar,Naryan-Mar,Russia
NNR,Connemara Regional Airport,Indreabhan,Ireland
NNT,Nan,Nan,Thailand
NNX,Nunukan Airport,Nunukan-Nunukan Island,Indonesia
NNY,Nanyang Airport,Nanyang,China
NOA,Nowra Airport,Nowra,Australia
NOB,Nosara,Nosara Beach,Costa Rica
NOC,Ireland West Knock,Connaught,Ireland
NOE,Sonderlandeplatz Norden-Norddeich,Norden,Germany
NOG,Nogales Intl,Nogales,Mexico
NOI,Krymsk,Novorossiysk,Russia
NOJ,Noyabrsk,Noyabrsk,Russia
NON,Nonouti Airport,Nonouti,Kiribati
NOR,Nordfjordur Airport,Nordfjordur,Iceland
NOS,Fascene,Nosy-be,Madagascar
NOU,La Tontouta,Noumea,New Caledonia
NOV,Huambo,Huambo,Angola
NOW,Port Angeles Cgas,Port Angeles,United States
NOZ,Spichenkovo Airport,Novokuznetsk,Russia
NPA,Pensacola Nas,Pensacola,United States
NPE,Napier,Napier,New Zealand
NPL,New Plymouth,New Plymouth,New Zealand
NPZ,Porter County Municipal Airport,Valparaiso,United States
NQA,Millington Rgnl Jetport,Millington,United States
NQI,Kingsville Nas,Kingsville,United States
NQN,Presidente Peron,Neuquen,Argentina
NQT,Nottingham Airport,Nottingham,United Kingdom
NQU,Reyes Murillo Airport,Nuqu�_,Colombia
NQX,Key West Nas,Key West,United States
NQY,St Mawgan,Newquai,United Kingdom
NRA,Narrandera Airport,Narrandera,Australia
NRD,Norderney,Norderney,Germany
NRK,Kungsangen,Norrkoeping,Sweden
NRL,North Ronaldsay Airport,North Ronaldsay,United Kingdom
NRN,Niederrhein,Weeze,Germany
NRT,Narita Intl,Tokyo,Japan
NSB,Bimini North Seaplane Base,Bimini,Bahamas
NSE,Whiting Fld Nas North,Milton,United States
NSH,Noshahr Airport,Noshahr,Iran
NSI,Yaounde Nsimalen,Yaounde,Cameroon
NSK,Alykel,Norilsk,Russia
NSN,Nelson,Nelson,New Zealand
NSO,Scone Airport,Scone,Australia
NST,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand
NSY,Sigonella,Sigonella,Italy
NTB,Notodden,Notodden,Norway
NTD,Point Mugu Nas,Point Mugu,United States
NTE,Nantes Atlantique,Nantes,France
NTG,Nantong Airport,Nantong,China
NTL,Newcastle Airport,Newcastle,Australia
NTN,Normanton Airport,Normanton,Australia
NTQ,Noto,Wajima,Japan
NTR,Del Norte Intl,Monterrey,Mexico
NTT,Kuini Lavenia Airport,Niuatoputapu,Tonga
NTU,Oceana Nas,Oceana,United States
NTX,Ranai Airport,Ranai-Natuna Besar Island,Indonesia
NTY,Pilanesberg Intl,Pilanesberg,South Africa
NU8,Markham,Markham,Canada
NUE,Nurnberg,Nuernberg,Germany
NUI,Nuiqsut Airport,Nuiqsut,United States
NUL,Nulato Airport,Nulato,United States
NUP,Nunapitchuk Airport,Nunapitchuk,United States
NUQ,Moffett Federal Afld,Mountain View,United States
NUR,Nurnberg HBF,Nurnberg,Germany
NUS,Norsup Airport,Norsup,Vanuatu
NUW,Whidbey Island Nas,Whidbey Island,United States
NUX,Novyi Urengoy,Novy Urengoy,Russia
NVA,Benito Salas,Neiva,Colombia
NVI,Navoi Airport,Navoi,Uzbekistan
NVK,Framnes,Narvik,Norway
NVP,Novo Aripuana Airport,Novo Aripuana,Brazil
NVS,Fourchambault,Nevers,France
NVT,Ministro Victor Konder Intl,Navegantes,Brazil
NWA,Bandaressalam,Moheli,Comoros
NWI,Norwich,Norwich,United Kingdom
NXP,Twentynine Palms Eaf,Twenty Nine Palms,United States
NXX,Willow Grove Nas Jrb,Willow Grove,United States
NY9,Long Lake,Long Lake,United States
NYA,Nyagan Airport,Nyagan,Russia
NYC,All Airports,New York,United States
NYE,Nyeri,Nyeri,Kenya
NYG,Quantico Mcaf,Quantico,United States
